,co_name,symbol,market,asset,co_site,amplitude,pe_s_d,co_intro,sc,prospectus,co_tel,exchange,co_addr,mv,equity,industry,turnover,oo,pb_MRQ
2521,禾赛,HSAI,US,22.34,-,5.56%,0.45/56.32,-,6.38,-,-,-,-,35.11亿,6233.00万,电子设备与仪器,1.38%,35.03%,2.74
2522,汇丰控股,HSBC,US,89.69,-,0.87%,1.21/14.61,-,0.06,-,-,NYSE,-,3082.38亿,211.02亿,商业银行,0.03%,2.43%,1.55
2523,HeartSciences,HSCS,US,2.05,-,2.45%,-2.61/-,-,0.49,-,-,-,-,652.86万,-639.10万,医疗保健设备,0.35%,6.59%,2.46
2524,Solana,HSDT,US,2.16,-,6.36%,-1.85/-,-,4.85,-,-,-,-,1.19亿,-4089.00万,软件,0.73%,21.89%,0.394
2525,Himalaya Shipping,HSHP,US,13.47,-,2.22%,0.38/35.58,-,0.75,-,-,-,-,6.30亿,1770.00万,海运,0.57%,23.09%,3.89
2526,亨利香恩服务,HSIC,US,77.54,-,2.35%,3.29/22.36,-,-0.87,-,-,NASDAQ,-,88.98亿,3.98亿,医疗保健服务,0.87%,107.06%,2.15
2527,Highlander Silver,HSLV,US,6.33,-,2.87%,-/-,-,-1.71,-,-,-,-,12.87亿,-939.83万,金属与采矿,0.10%,0.21%,16.11
2528,Horizon Space II,HSPT,US,8.7,-,6.60%,0.2/28.19,-,6.1,-,-,-,-,5098.80万,180.90万,资本市场,0.15%,112.28%,0.712
2529,美国豪斯特酒店,HST,US,20.9,-,1.80%,1.11/18.74,-,-0.81,-,-,NYSE,-,143.33亿,7.65亿,酒店和度假村房地产投资信托,0.67%,106.16%,2.19
2530,健康流科技,HSTM,US,21.31,-,3.01%,0.61/34.05,-,1.96,-,-,NASDAQ,-,6.24亿,1834.20万,医疗保健技术,0.86%,72.57%,1.76
2531,好时,HSY,US,191.48,http://www.thehersheycompany.com,1.56%,4.46/43.94,美国好时公司1927年10月24日于特拉华州注册成立，总部设在宾夕法尼亚州的赫尔希，业务遍及全球，是北美最大的优质巧克力生产商，同时也是全球巧克力和糖果生产领导者。公司的主要产品包括巧克力和糖果产品，烘焙原料，配料和饮料等。公司旗下有超过80个品牌。它的经营分部包括美国，美洲，亚洲，欧洲，中东和非洲。,-0.32,-,-,NYSE,-,388.11亿,8.83亿,食品,1.10%,123.22%,8.37
2532,Hometrust Bancshares,HTB,US,44.63,-,4.19%,3.75/11.26,-,-3.57,-,-,-,-,7.50亿,1677.20万,商业银行,0.33%,61.57%,0.171
2533,High-Trend,HTCO,US,11.25,-,12.48%,-4.18/-,-,11.39,-,-,-,-,8308.49万,-2146.28万,海运,29.76%,0.01%,10.54
2534,HeartCore,HTCR,US,3.28,-,9.24%,0.25/0.72,-,3.8,-,-,-,-,417.15万,579.39万,软件,6.50%,2.51%,0.516
2535,John Hancock Tax-Adv,HTD,US,24.93,-,1.17%,2.97/8.38,-,-0.12,-,-,NYSE,-,8.83亿,1.05亿,资本市场,0.17%,17.17%,0.96
2536,Heartflow,HTFL,US,30.44,-,5.07%,-3.17/-,-,-2.56,-,-,-,-,26.10亿,-1.17亿,医疗保健技术,1.19%,61.17%,8.68
2537,海格投资,HTGC,US,15.51,-,1.95%,1.9/8.54,-,1.04,-,-,NYSE,-,29.02亿,3.40亿,资本市场,1.17%,27.50%,1.31
2538,希尔托普控股,HTH,US,36.65,-,2.61%,2.64/13.3,-,-3.45,-,-,NYSE,-,21.45亿,3783.60万,商业银行,1.46%,56.33%,1
2539,华住,HTHT,US,51.77,http://www.huazhu.com,2.80%,0.24/21.94,华住酒店集团，是国内第一家多品牌的连锁酒店管理集团。自2005年创立以来，华住在短短数年间已经完成全国主要城市的战略布局，并重点在长三角、环渤海湾、珠三角和中西部发达城市形成了密布的酒店网络。,-0.61,S1/F1,86-21-60760606,NASDAQ,中国上海市长宁区虹桥路2266号,159.40亿,7.26亿,酒店餐饮与休闲,0.45%,4.54%,8.71
2540,哈特兰快递,HTLD,US,13.03,-,7.99%,-0.67/-,-,8.4,-,-,NASDAQ,-,10.09亿,-5245.30万,公路与铁路,2.01%,47.18%,1.34
2541,HomesToLife,HTLM,US,1.88,-,0.00%,0.18/10.19,-,-4.08,-,-,-,-,1.69亿,1655.42万,专营零售,0.01%,0.00%,7.64
2542,H2O,HTO,US,59.72,-,3.43%,2.93/24.36,-,-2.59,-,-,-,-,24.99亿,1.03亿,水务,3.82%,71.98%,1.62
2543,Fusion Fuel Green,HTOO,US,3.43,-,12.35%,-0.12/-,-,0.88,-,-,-,-,1035.12万,-276.48万,电气设备,2.07%,0.14%,0.852
2544,High Templar,HTT,US,2.42,-,2.08%,0.63/3.71,-,0.83,-,-,-,-,3.76亿,1.01亿,综合金融服务,0.02%,15.58%,0.226
2545,赫兹,HTZ,US,5.71,http://www.hertz.com,5.85%,-2.41/-,"赫兹（Hertz）公司1918年就已经开始开展租车业务，1965年又拓展了设备租赁业务；现已发展成美国市值最大的上市汽车租赁公司。

2005年以前，赫兹一直隶属于福特汽车公司，2005年以后独立上市后被凯雷集团为首的私募银团收购，并在2006年二次上市。",-3.22,-,-,NYSE,-,17.99亿,-7.47亿,公路与铁路,3.69%,114.59%,-
2546,哈勃集团,HUBB,US,553.07,-,2.58%,16.63/33.06,-,-0.86,-,-,NYSE,-,293.26亿,8.87亿,电气设备,0.85%,97.37%,7.62
2547,Hub Cyber Security,HUBC,US,1.79,-,23.56%,-15/-,-,2.87,-,-,-,-,229.49万,-4178.00万,通信设备,1.36%,0.05%,-
2548,枢纽,HUBG,US,42.9,-,2.76%,1.34/24.99,-,-1.38,-,-,NASDAQ,-,26.23亿,8064.80万,公路与铁路,0.85%,101.07%,1.54
2549,Hubspot,HUBS,US,223.32,http://www.hubspot.com,3.91%,0.88/256.5,"HubSpot provides a cloud-based marketing and sales software platform that enables businesses to deliver an inbound experience. An inbound marketing and sales experience attracts, engages and delights customers by being more relevant, more helpful, more personalized and less interruptive than traditional marketing and sales tactics. Our software platform features integrated applications to help businesses attract visitors to their websites, convert visitors into leads, close leads into customers and delight customers, so that they become promoters of those businesses. These integrated applications include social media, search engine optimization, blogging, website content management, marketing automation, email, CRM, analytics and reporting.",4.02,S1/F1,-,NYSE,-,117.78亿,4591.10万,软件,1.72%,89.63%,5.7
2550,华迪国际,HUDI,US,1.18,-,7.59%,-0.1/-,-,-0.42,-,-,-,-,1687.30万,-139.59万,金属与采矿,0.11%,0.83%,0.223
2551,虎虎科技,HUHU,US,9.66,-,3.47%,-0.38/-,-,-1.53,-,-,-,-,2.51亿,-873.12万,软件,0.14%,0.21%,36.18
2552,慧择,HUIZ,US,1.67,-,8.98%,0.0000/29.16,-,0,-,-,-,-,1684.79万,57.77万,保险,0.04%,0.01%,0.286
2553,哈门那,HUM,US,215.23,-,1.73%,9.87/21.75,-,0.13,-,-,NYSE,-,258.39亿,11.88亿,医疗保健服务,0.84%,100.87%,1.46
2554,Humacyte,HUMA,US,0.7,-,4.52%,-0.26/-,-,-1.13,-,-,-,-,1.55亿,-4083.30万,生物科技,1.19%,24.99%,50
2555,亨斯迈,HUN,US,13.62,-,3.62%,-1.65/-,-,0.52,-,-,NYSE,-,23.70亿,-2.84亿,化学制品,1.97%,92.03%,0.862
2556,TuHURA Biosciences,HURA,US,2.35,-,7.64%,-0.63/-,-,2.62,-,-,-,-,1.49亿,-3006.03万,制药,1.97%,10.06%,7.23
2557,赫克,HURC,US,16.45,-,1.84%,-0.54/-,-,0.98,-,-,-,-,1.06亿,-346.80万,机械制造,0.05%,71.23%,0.533
2558,休伦咨询,HURN,US,126.51,-,5.93%,6.02/19.96,-,3.84,-,-,NASDAQ,-,20.97亿,1.05亿,专业服务,1.32%,106.90%,3.97
2559,Hut 8,HUT,US,76.87,-,6.69%,-2.14/-,-,-2.41,-,-,-,-,85.24亿,-2.26亿,软件,5.30%,70.33%,5.99
2560,虎牙,HUYA,US,3.09,-,1.61%,-0.07/-,-,-0.32,-,-,-,-,6.91亿,-1610.03万,娱乐,0.32%,34.71%,0.982
2561,Hennessy Capital,HVII,US,10.41,-,0.10%,0.14/73.47,-,0.14,-,-,-,-,2.71亿,368.74万,资本市场,0.14%,90.86%,1.44
2562,Highview Merger,HVMC,US,10.11,-,0.10%,0.17/94.42,-,0,-,-,-,-,2.97亿,314.89万,资本市场,0.01%,84.79%,-
2563,哈弗蒂家具,HVT,US,22.71,-,1.29%,1.22/18.63,-,-0.31,-,-,NYSE,-,3.68亿,1973.00万,专营零售,0.28%,82.17%,1.19
2564,哈弗蒂家具 A,HVT.A,US,-,-,-,1.22/19.61,-,-,-,-,-,-,3.87亿,1973.00万,专营零售,0.01%,-,1.26
2565,Hawthorn Bancshares,HWBK,US,34.45,-,1.74%,3.44/9.97,-,-1.15,-,-,-,-,2.37亿,2380.10万,商业银行,0.07%,30.20%,1.36
2566,汉考克惠特尼,HWC,US,66.83,-,3.64%,5.7/13.1,-,-2.61,-,-,-,-,54.23亿,4742.20万,商业银行,0.91%,95.38%,1.22
2567,HWH International,HWH,US,1.07,-,4.72%,-0.4/-,-,0.94,-,-,-,-,799.97万,-263.06万,食品与日用品零售,0.26%,1.93%,3.06
2568,霍金斯材料,HWKN,US,170.7,-,4.50%,3.19/43.29,-,1.9,-,-,NASDAQ,-,35.68亿,6608.50万,化学制品,0.86%,77.41%,6.88
2569,Howmet Aerospace,HWM,US,242.44,-,2.25%,3.73/64.51,-,-1.51,-,-,-,-,971.49亿,15.06亿,航空航天与国防,0.37%,92.74%,18.15
2570,昊鑫控股,HXHX,US,0.612,-,4.15%,0.14/2.26,-,-2.24,-,-,-,-,841.50万,177.24万,公路与铁路,3.19%,0.96%,0.337
2571,赫氏,HXL,US,89.39,-,3.50%,0.49/57.28,-,-2.11,-,-,-,-,67.42亿,3720.00万,航空航天与国防,2.15%,115.05%,5.32
2572,海斯特-耶鲁,HY,US,40.24,-,2.85%,-3.4/-,-,1.33,-,-,NYSE,-,7.20亿,-6010.00万,机械制造,0.78%,58.01%,1.53
2573,Hydrofarm,HYFM,US,1.04,-,8.48%,-62.35/-,-,5.05,-,-,-,-,495.52万,-2.90亿,多元化零售,0.27%,8.59%,-
2574,MindWalk,HYFT,US,1.22,-,5.00%,-0.16/-,-,1.67,-,-,-,-,5698.85万,-743.82万,制药,0.39%,9.64%,5.19
2575,Western Asset High Y,HYI,US,10.79,-,0.93%,0.84/9.82,-,0,-,-,NYSE,-,1.38亿,1069.70万,资本市场,0.40%,14.78%,0.906
2576,Hyliion Holdings,HYLN,US,1.92,-,3.44%,-0.33/-,-,1.59,-,-,-,-,3.42亿,-5718.80万,电子设备与仪器,0.58%,24.60%,1.78
2577,Hycroft Mining,HYMC,US,38.04,-,6.21%,-0.94/-,-,0.48,-,-,-,-,34.63亿,-4066.40万,金属与采矿,2.87%,25.86%,16.21
2578,Hoyne Bancorp,HYNE,US,15.71,-,2.39%,0.03/546.7,-,-1.32,-,-,-,-,1.27亿,23.27万,商业银行,0.29%,13.01%,0.788
2579,Hyperion DeFi,HYPD,US,4.17,-,8.65%,-9.4/-,-,6.11,-,-,-,-,4750.32万,-4699.92万,软件,3.31%,12.43%,1.16
2580,Hyperfine,HYPR,US,1.29,-,3.91%,-0.43/-,-,0.78,-,-,-,-,1.27亿,-3557.40万,医疗保健设备,0.28%,17.65%,3.1
2581,Blackrock Corporate,HYT,US,8.61,-,0.35%,0.9/9.62,-,0.23,-,-,NYSE,-,14.04亿,1.46亿,资本市场,0.34%,19.28%,0.892
2582,海上麦斯服务,HZO,US,29.72,-,5.87%,-0.48/-,-,0.34,-,-,NYSE,-,6.55亿,-1052.40万,专营零售,1.62%,92.03%,0.702
2583,IAC,IAC,US,44.48,-,2.84%,-1.3/-,-,1.21,-,-,-,-,33.31亿,-1.04亿,互动媒体与服务,1.62%,107.65%,0.704
2584,Idea Acquisition,IACO,US,9.9,-,0.00%,-/-,-,0.2,-,-,-,-,4.33亿,-4.89万,资本市场,-,-,-
2585,Voya Asia Pacific Hi,IAE,US,8.04,-,1.40%,1.04/7.55,-,2.16,-,-,NYSE,-,8643.27万,1115.65万,资本市场,0.19%,34.87%,1.05
2586,Abrdn Australia Equi,IAF,US,12.67,-,0.66%,1.45/9.1,-,0,-,-,AMEX,-,1.21亿,1334.23万,资本市场,0.04%,29.45%,0.863
2587,Iamgold,IAG,US,17.23,-,3.01%,1.16/15.1,-,0.7,-,-,NYSE,-,100.32亿,6.64亿,金属与采矿,1.46%,62.99%,2.39
2588,英特格拉生命科学,IART,US,10.57,-,5.28%,-6.74/-,-,2.42,-,-,NASDAQ,-,8.23亿,-5.16亿,医疗保健设备,0.93%,96.12%,0.788
2589,i-80 Gold,IAUX,US,1.56,-,2.90%,-0.3/-,-,0.65,-,-,-,-,13.11亿,-1.99亿,金属与采矿,1.47%,40.75%,3.78
2590,IB Acquisition,IBAC,US,10.75,-,0.00%,-0.01/25.18,-,-0.46,-,-,-,-,6170.47万,-5.89万,资本市场,0.02%,20.07%,-
2591,独立银行,IBCP,US,33.43,-,3.84%,3.3/9.86,-,0.39,-,-,NASDAQ,-,6.88亿,1687.50万,商业银行,1.00%,82.16%,1.35
2592,IBEX,IBEX,US,28.31,-,3.28%,1.81/8.56,-,1.94,-,-,-,-,3.80亿,2425.90万,专业服务,1.81%,80.20%,2.46
2593,Innovation Beverage,IBG,US,1.11,-,4.32%,-0.14/-,-,0,-,-,-,-,499.22万,-126.10万,饮料,4.26%,0.05%,1.87
2594,iBio,IBIO,US,1.68,-,9.94%,-0.19/-,-,-7.18,-,-,AMEX,-,5803.32万,-1471.30万,生物科技,3.47%,45.39%,1.03
2595,盈透证券,IBKR,US,76.62,http://www.interactivebrokers.com,1.99%,0.6/125.5,"盈透有限公司是全球最大的专业网上交易券商之一。由董事长兼首席执行官Thomas Peterffy于1977年创建。在全球70多个市场中心进行经纪代理、庄家及自营等交易操作。在经纪代理业务中，IB为机构和专业的交易人员提供种类繁多的电子交易产品的直接进场（在线）交易的下单执行和结算服务。这些电子交易产品包括了全球的期权、期货、股票、外汇和债券(资讯,行情)业务。2009年5月该公司在纳斯达克上市。",0.95,-,-,NASDAQ,-,1302.69亿,2.67亿,资本市场,0.67%,89.06%,23.32
2596,IBM,IBM,US,231.98,http://www.ibm.com,3.38%,1.3/20.27,IBM1911年创立于美国，是全球最大的信息技术和业务解决方案公司。该公司的主要业务是计算机和有关服务，产品包括软件和服务器。IBM为计算机产业长期的领导者，目前仍然保持着拥有全世界最多专利的地位。,0.39,-,-,NYSE,-,2180.35亿,12.16亿,信息技术服务,1.05%,63.95%,6.61
2597,印度工业信贷投资银行,IBN,US,27.6,http://www.icicibank.com,1.50%,0.62/6.2,ICICI Bank Limited在世界银行、印度政府以及印度行业代表的倡议下成立于1994年1月5日。Icici银行有限公司是一家多元化的金融服务集团，通过各种输出渠道为公司和零售客户提供大范围的银行和金融服务。从总资产看，公司是印度最大的私营银行和第二大银行。除了银行产品和服务，公司还通过专门的子公司提供生命保险和综合保险，资产管理，证券经营以及私募股权产品和服务。公司的商业战略关键要素主要是：1.关注可持续盈利增长机会，主要用过：2加强公司的零售和法人公司特许经营；3.在公司国内存款的基础上，保持经常性账户和储蓄账户、零售定期存款的比例；4.设立农村银行特许经营；5强化公司的保险、资产管理和有价证券业务；6.强调保守的风险管理实务，提高资产质量；7.采用技术形成竞争优势；8.吸纳和留住有才能的专业人员。公司前进的目标是使公司的资本基数杠杆化，以实现盈利性增长，同时保持公司存款状况、成本比例和信用程度的改善。随着公司业务的发展，在服务质量上满足顾客期望将成为公司战略的决定性因素。,-1.6,-,-,NYSE,-,985.83亿,43.91亿,商业银行,0.28%,17.65%,2.54
2598,Impact BioMedical,IBO,US,0.653,-,4.27%,-0.38/-,-,-0.31,-,-,AMEX,-,7040.73万,-1183.80万,制药,0.03%,1.33%,5.58
2599,国际银行,IBOC,US,71.31,-,1.96%,6.63/10.75,-,-1.33,-,-,NASDAQ,-,44.34亿,4.12亿,商业银行,0.52%,70.02%,1.36
2600,Installed Building,IBP,US,302.57,-,2.71%,9.76/30.71,-,-2.07,-,-,NYSE,-,81.51亿,2.65亿,专营零售,0.96%,99.45%,11.48
2601,ImmunityBio,IBRX,US,7.44,-,10.62%,-0.38/-,-,-9.16,-,-,-,-,76.49亿,-3.51亿,制药,4.59%,16.55%,-
2602,Ibotta,IBTA,US,34.97,-,3.66%,0.13/233.3,-,-2.13,-,-,-,-,8.34亿,357.50万,信息技术服务,1.53%,75.34%,2.9
2603,伊芙美尔医疗,ICCC,US,8.355,-,4.88%,-0.12/-,-,4.44,-,-,NASDAQ,-,7558.60万,-104.00万,生物科技,0.52%,14.26%,2.79
2604,IceCure Medical,ICCM,US,0.28,-,6.51%,-0.24/-,-,-4.11,-,-,-,-,2273.04万,-1505.70万,医疗保健设备,1.73%,0.65%,2.52
2605,洲际交易所,ICE,US,158.45,-,1.97%,5.79/27.07,"洲际交易所（ICE）是美国第二大期货交易所，最早由全球一些大能源公司和金融机构组建于2000年，2001年通过收购伦敦国际石油交易所(IPE)进入期货市场，2005年登陆纽交所，完成首次公开发售，2007年1月收购纽约期货交易所，8月收购温尼伯商品交易所（即现在的加拿大期货交易所），2009年收购清算公司（TCC）。
 
目前洲际交易所通过旗下期货业务、全球OTC业务、市场数据业务等三个业务部门运营，涉及原油、精炼油、天然气、煤、排放量、糖、棉花、CDS、外汇以及指数等产品的合约交易。其中期货业务主要由美国、欧洲、加拿大等地交易所构成，OTC业务包括能源和CDS合约，市场数据业务则是通过市场数据授权获得营收。",0.62,-,-,NYSE,-,897.51亿,33.15亿,资本市场,0.53%,92.78%,3.1
2606,ICF国际,ICFI,US,67.47,-,3.36%,4.97/13.34,-,0.78,-,-,NASDAQ,-,12.22亿,9158.80万,专业服务,5.54%,92.71%,1.19
2607,聪链集团,ICG,US,1.32,-,5.43%,-0.06/-,-,2.33,-,-,-,-,8013.97万,-679.70万,软件,0.17%,0.52%,0.574
2608,Ichor Holdings,ICHR,US,70.93,-,8.22%,-1.54/-,-,3.68,-,-,NASDAQ,-,24.64亿,-5278.10万,半导体产品与设备,2.14%,98.26%,3.71
2609,ICL Group,ICL,US,5.18,-,1.46%,0.18/29.58,-,-0.58,-,-,NYSE,-,66.86亿,2.26亿,化学制品,0.23%,17.48%,1.12
2610,Icon,ICLR,US,102.17,-,7.32%,4.29/13.01,-,-3.92,-,-,NASDAQ,-,78.02亿,3.39亿,生命科学工具,2.38%,104.46%,0.836
2611,Investcorp Credit,ICMB,US,1.88,-,8.06%,-0.61/-,-,1.08,-,-,-,-,2713.30万,-884.79万,资本市场,0.13%,8.42%,0.442
2612,Icon Energy,ICON,US,1.05,http://www.iconixbrand.com,5.45%,-18.04/-,"Iconix Brand Group, Inc.于1978年在美国特拉华州成立，是一家品牌管理公司和35个全球消费品牌的跨越女装，男装，娱乐和家庭多元化的投资组合的所有者。公司的经营策略主要是通过战略授权和世界各地的合资伙伴关系，以最大限度地发挥其品牌价值，以及通过战略收购增长的品牌组合。",3.96,-,-,NASDAQ,-,337.48万,-717.40万,海运,-,0.27%,0.158
2613,SeaStar Medical,ICU,US,4.13,-,8.14%,-5.86/-,-,-2.59,-,-,-,-,1649.41万,-1215.00万,医疗保健设备,3.44%,1.74%,1.58
2614,ICU医疗,ICUI,US,124.82,-,2.99%,0.03/4262,-,0.22,-,-,NASDAQ,-,31.20亿,73.20万,医疗保健设备,0.91%,102.54%,1.47
2615,IDACORP,IDA,US,146.06,-,2.20%,5.96/25.02,-,-1.85,-,-,NYSE,-,80.93亿,3.23亿,电力,0.80%,102.22%,2.27
2616,T Stamp,IDAI,US,2.43,-,8.16%,-2.67/-,-,-0.82,-,-,-,-,1284.26万,-832.51万,软件,1.79%,10.49%,1.47
2617,InterDigital,IDCC,US,368.5,-,3.88%,15.77/23.28,-,2.52,-,-,NASDAQ,-,94.66亿,4.07亿,通信设备,0.99%,100.48%,8.6
2618,"Voya Infrastructure,",IDE,US,13.485,-,2.40%,1.55/7.54,-,1.24,-,-,NYSE,-,2.04亿,2353.92万,资本市场,0.27%,16.39%,1.08
2619,Intellicheck,IDN,US,8.05,-,8.03%,0.07/128,-,-6.94,-,-,AMEX,-,1.63亿,127.30万,电子设备与仪器,3.73%,58.40%,7.87
2620,Idaho Strategic,IDR,US,43.09,-,3.70%,1.15/40.75,-,1.75,-,-,-,-,6.81亿,1671.57万,金属与采矿,0.74%,44.67%,6.3
2621,万威B,IDT,US,51.79,-,4.29%,1.72/15.86,-,0.94,-,-,NYSE,-,12.99亿,4331.00万,综合电信业务,0.47%,55.17%,3.82
2622,IDEXX实验室,IDXX,US,565.93,-,2.84%,13.17/42.43,-,0.89,-,-,NASDAQ,-,449.49亿,10.59亿,医疗保健设备,0.76%,99.03%,28
2623,IDEAYA生物科学,IDYA,US,30.73,-,3.29%,-1.28/-,-,0.1,-,-,-,-,26.99亿,-1.14亿,生物科技,0.79%,109.45%,2.64
2624,Ivanhoe Electric,IE,US,13.64,-,4.79%,-0.79/-,-,0.44,-,-,-,-,21.55亿,-1.06亿,金属与采矿,1.22%,66.91%,5.18
2625,Infinite Eagle,IEAG,US,10.08,-,0.50%,-0.01/-,-,0.5,-,-,-,-,4.39亿,-6.01万,资本市场,0.00%,-,-
2626,伊坎企业,IEP,US,8.14,-,2.11%,-0.52/-,-,0.99,-,-,NASDAQ,-,51.87亿,-2.93亿,工业集团企业,0.79%,87.83%,2.67
2627,IES Holdings,IESC,US,599.8,-,5.46%,4.58/27.07,-,2.33,-,-,NASDAQ,-,119.53亿,9143.90万,建筑与工程,1.34%,94.77%,12.44
2628,IDEX,IEX,US,204.74,-,1.47%,6.41/31.44,-,-0.92,-,-,NYSE,-,151.92亿,4.83亿,机械制造,0.68%,104.56%,3.77
2629,讯鸟软件,IFBD,US,1,-,7.24%,-7.13/-,-,2.04,-,-,-,-,818.86万,-5718.59万,媒体,0.04%,0.33%,0.511
2630,国际香料香精,IFF,US,71.14,-,1.37%,-1.41/-,-,0.28,-,-,NYSE,-,181.72亿,-3.61亿,化学制品,0.40%,100.50%,1.28
2631,Aberdeen India Fund,IFN,US,12.06,-,0.62%,-1.16/-,-,0.25,-,-,NYSE,-,5.14亿,-4670.92万,资本市场,0.16%,16.45%,0.825
2632,InflaRx,IFRX,US,1.48,-,9.62%,-0.8/-,-,-5.13,-,-,-,-,1.07亿,-5355.58万,制药,1.72%,26.85%,2.19
2633,Intercorp Financial,IFS,US,45.1,-,4.41%,5.15/8.71,-,2.52,-,-,-,-,50.10亿,5.75亿,商业银行,0.86%,14.26%,1.36
2634,Voya Global Advantag,IGA,US,9.64,-,2.72%,0.53/8.21,-,0.94,-,-,NYSE,-,1.48亿,818.18万,资本市场,0.63%,21.93%,0.921
2635,Invest Green,IGAC,US,-,-,-,-0.05/-,-,-,-,-,-,-,2.38亿,-35.13万,资本市场,0.00%,33.46%,1.43
2636,IGC Pharma,IGC,US,0.337,-,3.82%,-0.04/-,-,-0.88,-,-,AMEX,-,3329.43万,-342.00万,制药,0.55%,4.91%,4.11
2637,Voya Global Equity D,IGD,US,6.01,-,1.18%,0.36/8.61,-,1.18,-,-,NYSE,-,4.74亿,2870.56万,资本市场,0.28%,23.83%,0.966
2638,Western Asset Invest,IGI,US,16.08,-,0.95%,1/16.07,-,-0.06,-,-,NYSE,-,9637.79万,599.85万,资本市场,0.39%,37.52%,0.908
2639,International,IGIC,US,26.31,-,3.20%,2.92/8.86,-,-0.42,-,-,-,-,11.27亿,1.27亿,保险,0.15%,16.42%,1.59
2640,Cbre Global Real Est,IGR,US,4.72,-,0.95%,0.11/41.91,-,-0.21,-,-,NYSE,-,7.15亿,1705.27万,资本市场,0.29%,23.12%,1.05
2641,洪恩,IH,US,1.706,-,5.68%,0.27/6.39,-,-3.07,-,-,-,-,8719.09万,1364.23万,综合消费者服务,0.02%,0.11%,0.613
2642,Voya Emerging Market,IHD,US,7.28,-,0.91%,0.9/7.81,-,1.82,-,-,NYSE,-,1.29亿,1593.15万,资本市场,0.62%,43.51%,1.13
2643,洲际酒店,IHG,US,146.28,http://www.ihgplc.com,1.34%,4.91/28.98,洲际酒店集团（IHG）是世界上最具全球化并拥有客房数最多的酒店集团，总部位于英国。该集团拥有多个闻名遐尔的酒店品牌，其中包括洲际酒店及度假村、皇冠酒店及度假村、假日酒店及度假村、快捷假日酒店等，并且拥有世界最大的酒店忠诚客户计划 -- 优悦会。,1.85,-,-,NYSE,-,219.68亿,7.58亿,酒店餐饮与休闲,0.18%,9.88%,-
2644,iHeartMedia,IHRT,US,5.42,-,38.15%,-3.06/-,-,35.16,-,-,-,-,8.19亿,-4.73亿,媒体,1.29%,72.17%,-
2645,IHS Holding,IHS,US,8.25,-,0.61%,0.43/19.28,-,0.37,-,-,-,-,27.68亿,1.44亿,综合电信业务,1.19%,40.89%,-
2646,Innsuites,IHT,US,1.17,-,4.17%,-0.1/-,-,-2.5,-,-,AMEX,-,1076.97万,-86.91万,酒店和度假村房地产投资信托,0.30%,2.89%,2.98
